datetime,date,hour,currency_name,value
2022-05-03 15:03:05.972,2022-05-03,15,litecoin,99.77665651039322
2022-05-03 16:01:11.418,2022-05-03,16,litecoin,101.00703674682694
2022-05-03 17:01:22.142,2022-05-03,17,litecoin,100.54329736001198
2022-05-03 18:01:19.410,2022-05-03,18,litecoin,100.48653500973772
2022-05-03 19:02:43.405,2022-05-03,19,litecoin,98.96370897070099
2022-05-03 20:01:14.149,2022-05-03,20,litecoin,98.3068864279649
2022-05-03 21:04:38.598,2022-05-03,21,litecoin,97.98888986591942
2022-05-03 22:03:07.924,2022-05-03,22,litecoin,98.96087069404744
2022-05-03 23:02:08.708,2022-05-03,23,litecoin,99.36750856577179
2022-05-04 00:01:54.954,2022-05-04,0,litecoin,99.39252949497426
2022-05-04 01:02:58.524,2022-05-04,1,litecoin,100.3046547569332
2022-05-04 02:02:19.988,2022-05-04,2,litecoin,100.10975632008699
2022-05-04 03:02:26.604,2022-05-04,3,litecoin,100.15995785072832
2022-05-04 04:03:10.215,2022-05-04,4,litecoin,100.2047404490899
2022-05-04 05:02:27.997,2022-05-04,5,litecoin,100.14383539928326
2022-05-04 06:02:14.999,2022-05-04,6,litecoin,100.08487657160394
2022-05-04 07:01:05.813,2022-05-04,7,litecoin,100.6467820966675
2022-05-04 08:02:35.512,2022-05-04,8,litecoin,101.37504544387204
2022-05-04 09:07:27.787,2022-05-04,9,litecoin,102.60950953285335
2022-05-04 10:01:31.477,2022-05-04,10,litecoin,102.17222827749555
2022-05-04 11:02:08.502,2022-05-04,11,litecoin,102.66162364471113
2022-05-04 12:01:06.330,2022-05-04,12,litecoin,102.70488394842471
2022-05-04 13:02:04.928,2022-05-04,13,litecoin,102.14891955520837
2022-05-04 14:01:55.534,2022-05-04,14,litecoin,101.30492185672318
2022-05-04 15:04:16.585,2022-05-04,15,litecoin,101.36073334674155
2022-05-04 16:03:38.263,2022-05-04,16,litecoin,102.40936740905752
2022-05-04 17:03:03.645,2022-05-04,17,litecoin,103.29049681397692
2022-05-04 18:02:08.456,2022-05-04,18,litecoin,102.61007276581333
2022-05-04 19:00:31.763,2022-05-04,19,litecoin,105.40666326325933
2022-05-04 20:01:27.339,2022-05-04,20,litecoin,106.63956954801682
2022-05-04 21:03:45.693,2022-05-04,21,litecoin,106.63822396889476
2022-05-04 22:00:41.331,2022-05-04,22,litecoin,106.2657032242578
2022-05-04 23:02:50.972,2022-05-04,23,litecoin,105.67097365672697
2022-05-05 00:02:12.832,2022-05-05,0,litecoin,106.29717692427855
2022-05-05 01:00:33.137,2022-05-05,1,litecoin,106.59625298576137
2022-05-05 02:02:18.530,2022-05-05,2,litecoin,106.33550190408124
2022-05-05 03:03:23.448,2022-05-05,3,litecoin,106.40998577086845
2022-05-05 04:02:36.327,2022-05-05,4,litecoin,106.32056088946085
2022-05-05 05:02:53.037,2022-05-05,5,litecoin,106.27063281752154
2022-05-05 06:00:48.892,2022-05-05,6,litecoin,105.63458787244222
2022-05-05 07:03:29.339,2022-05-05,7,litecoin,105.29368763375868
2022-05-05 08:01:39.102,2022-05-05,8,litecoin,105.32174474072671
2022-05-05 09:03:45.761,2022-05-05,9,litecoin,104.85507594238383
2022-05-05 10:04:17.194,2022-05-05,10,litecoin,105.03452988524062
2022-05-05 11:03:31.187,2022-05-05,11,litecoin,105.23033838450012
2022-05-05 12:02:39.689,2022-05-05,12,litecoin,105.0058603242629
2022-05-05 13:00:06.574,2022-05-05,13,litecoin,105.08100497907007
2022-05-05 14:02:01.428,2022-05-05,14,litecoin,103.77630398216195
2022-05-05 15:03:13.195,2022-05-05,15,litecoin,101.03627209882501
2022-05-05 16:01:00.440,2022-05-05,16,litecoin,98.20833014008089
2022-05-05 17:01:31.397,2022-05-05,17,litecoin,97.73737528337469
2022-05-05 18:01:45.622,2022-05-05,18,litecoin,97.5213994496037
2022-05-05 19:00:46.695,2022-05-05,19,litecoin,96.27960288967468
2022-05-05 20:03:38.496,2022-05-05,20,litecoin,95.91279130428815
2022-05-05 21:02:04.655,2022-05-05,21,litecoin,96.91884672445411
2022-05-05 22:03:44.038,2022-05-05,22,litecoin,97.22520051711386
2022-05-05 23:02:56.132,2022-05-05,23,litecoin,96.3117830030461
2022-05-06 00:02:06.223,2022-05-06,0,litecoin,97.05144187824921
2022-05-06 01:00:24.597,2022-05-06,1,litecoin,96.83876578689528
2022-05-06 02:01:31.558,2022-05-06,2,litecoin,96.32104558937351
2022-05-06 03:02:26.993,2022-05-06,3,litecoin,97.11626356043621
2022-05-06 04:03:21.387,2022-05-06,4,litecoin,96.94256425594591
2022-05-06 05:01:52.116,2022-05-06,5,litecoin,97.01559845762996
2022-05-06 06:00:51.866,2022-05-06,6,litecoin,97.98772816078338
2022-05-06 07:01:59.177,2022-05-06,7,litecoin,98.0364749989751
2022-05-06 08:00:50.274,2022-05-06,8,litecoin,97.28563192198712
2022-05-06 09:05:18.924,2022-05-06,9,litecoin,96.73530215341223
2022-05-06 10:01:26.896,2022-05-06,10,litecoin,97.29260878620681
2022-05-06 11:03:06.258,2022-05-06,11,litecoin,96.39468336451512
2022-05-06 12:01:59.192,2022-05-06,12,litecoin,95.15875825184057
2022-05-06 13:02:29.092,2022-05-06,13,litecoin,95.88728107937195
2022-05-06 14:02:01.807,2022-05-06,14,litecoin,94.14681254426587
2022-05-06 15:03:20.483,2022-05-06,15,litecoin,95.70359502405111
2022-05-06 16:01:14.846,2022-05-06,16,litecoin,95.9257499507449
2022-05-06 17:02:54.698,2022-05-06,17,litecoin,96.46359572679705
2022-05-06 18:02:23.108,2022-05-06,18,litecoin,95.57046700730025
2022-05-06 19:03:12.275,2022-05-06,19,litecoin,95.70737885940386
2022-05-06 20:00:26.188,2022-05-06,20,litecoin,95.86551512889606
2022-05-06 21:03:34.159,2022-05-06,21,litecoin,96.2104646610902
2022-05-06 22:03:19.744,2022-05-06,22,litecoin,95.98802251362721
2022-05-06 23:04:13.657,2022-05-06,23,litecoin,96.62718270114557
2022-05-07 00:04:30.509,2022-05-07,0,litecoin,96.81791440016933
2022-05-07 01:05:38.453,2022-05-07,1,litecoin,96.74346914329128
2022-05-07 02:01:31.996,2022-05-07,2,litecoin,96.7687931862172
2022-05-07 03:02:27.139,2022-05-07,3,litecoin,96.33138030498726
2022-05-07 04:01:02.429,2022-05-07,4,litecoin,96.00701235412876
2022-05-07 05:01:50.208,2022-05-07,5,litecoin,95.59957264982734
2022-05-07 06:03:12.243,2022-05-07,6,litecoin,95.90388103434235
2022-05-07 07:03:28.786,2022-05-07,7,litecoin,95.79381011795259
2022-05-07 08:04:12.383,2022-05-07,8,litecoin,96.13661672122939
2022-05-07 09:03:45.879,2022-05-07,9,litecoin,96.36881737491325
2022-05-07 10:01:17.293,2022-05-07,10,litecoin,96.24991704605243
2022-05-07 11:03:16.937,2022-05-07,11,litecoin,96.5291774430057
2022-05-07 12:02:21.093,2022-05-07,12,litecoin,96.45589043626062
2022-05-07 13:01:39.765,2022-05-07,13,litecoin,96.5121110083719
2022-05-07 14:03:35.623,2022-05-07,14,litecoin,95.96671074308624
2022-05-07 15:04:09.583,2022-05-07,15,litecoin,96.28263184132626
2022-05-07 16:01:34.820,2022-05-07,16,litecoin,96.39792379334895
2022-05-07 17:03:15.396,2022-05-07,17,litecoin,96.3313184381921
2022-05-07 18:04:27.018,2022-05-07,18,litecoin,96.43797520935762
2022-05-07 19:00:36.461,2022-05-07,19,litecoin,96.31494283655613
2022-05-07 20:04:01.717,2022-05-07,20,litecoin,96.26796212741883
2022-05-07 21:02:20.607,2022-05-07,21,litecoin,96.35327414001537
2022-05-07 22:01:46.818,2022-05-07,22,litecoin,95.36129024179958
2022-05-07 22:27:43.000,2022-05-07,22,litecoin,94.2172912826194
